URL,Version,Status,OIDs,Name,Title,Description,Used
https://hapi.fhir.tw/fhir/CodeSystem/sf-BetNutChewAmount-codesystem,0.1.0,draft,,sf-BetNutChewAmount-codesystem,【本地 stub】每日嚼檳榔量代碼系統（非權威定義）,"Betel Nut Chewing Amount Code System",
https://hapi.fhir.tw/fhir/CodeSystem/sf-BetNutChewBeh-codesystem,0.1.0,draft,,sf-BetNutChewBeh-codesystem,【本地 stub】Betel Nut Chewing Behavior Code System（非權威定義）,"Betel Nut Chewing Behavior Code System",
https://hapi.fhir.tw/fhir/CodeSystem/sf-BetNutChewQuit-codesystem,0.1.0,draft,,sf-BetNutChewQuit-codesystem,【本地 stub】戒嚼檳榔年代碼系統（非權威定義）,"Betel Nut Chewing Quit Code System",
https://hapi.fhir.tw/fhir/CodeSystem/sf-BetNutChewYear-codesystem,0.1.0,draft,,sf-BetNutChewYear-codesystem,【本地 stub】嚼檳榔年代碼系統（非權威定義）,"Betel Nut Chewing Year Code System",
https://hapi.fhir.tw/fhir/CodeSystem/sf-ObserBeh-codesystem,0.1.0,draft,,sf-ObserBeh-codesystem,【本地 stub】相關行為代碼系統（非權威定義）,"Observation Behavior Code System",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-Appendix10Operation,0.1.0,active,,CS_Appendix10Operation,附表十特別危害健康作業具名代碼系統,"《勞工健康保護規則》附表十（115.06.26 修正）逐號列舉之 35 項特別危害健康作業具名代碼。本代碼系統為「具名作業層」，與 CS-HazardType（12 危害家族層）以 ConceptMap Appendix10-to-HazardType 對映。編號 33/34/35（苯乙烯、甲苯、二甲苯）為 115.06.26 修正新增，狀態為 **draft**：其施行日期與既有勞工銜接安排尚待勞動部職業安全衛生署確認，本 IG 之檢查項目與代碼配置屬暫定。過渡期以本 CodeSystem 之 version（法規版本）表達，個案資料僅記錄實際檢查日期與所採規範版本，不另加自訂旗標。",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-ExamType,0.1.0,active,,CS_ExamType,檢查類型代碼系統,"勞工體格及健康檢查之類型，包含一般體格檢查、一般健康檢查、特殊體格檢查及特殊健康檢查。",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-FitnessForWork,0.1.0,active,,CS_FitnessForWork,適性配工建議代碼系統,"第四級管理中，醫師針對受檢勞工提出之適性配工或變更作業內容建議。（**provisional**：本代碼系統為工作小組建議之本地代碼配置，**尚待勞動部職業安全衛生署確認官方代碼與定義（M-2）**；不得表述為已對接官方申報系統。）",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-HazardType,0.1.0,active,,CS_HazardType,特別危害健康作業類別代碼系統,"勞工健康保護規則所定義之特別危害健康作業，歸併為 12 危害家族（家族層）。附表十（115.06.26 修正）逐號列舉之 35 項法定具名作業另以 CS-Appendix10Operation 表示，家族 ↔ 具名作業之對映見 ConceptMap Appendix10-to-HazardType。",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-HealthCounseling,0.1.0,active,,CS_HealthCounseling,健康諮詢與衛教指導項目代碼系統,"國民健康署成人預防保健服務及一般健康檢查中醫師提供之健康諮詢與衛教指導項目。",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-HealthMgmtLevel,0.1.0,active,,CS_HealthMgmtLevel,健康管理分級代碼系統,"依據勞工健康保護規則第 21 條規定，醫師依健康檢查結果判定之健康管理分級。（**provisional**：本代碼系統為工作小組建議之本地代碼配置，**尚待勞動部職業安全衛生署確認官方代碼與定義（M-2）**；不得表述為已對接官方申報系統。）",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-LaborReportCode,0.1.0,active,,CS_LaborReportCode,勞動部通報報告代碼系統,"勞工健檢結果通報勞動部（LABOR）系統時所使用之報告類別代碼。（**provisional**：本代碼系統為工作小組建議之本地代碼配置，**尚待勞動部職業安全衛生署確認官方代碼與定義（M-2）**；不得表述為已對接官方申報系統。）",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-OrganicSolventType,0.1.0,active,,CS_OrganicSolventType,有機溶劑種類代碼系統,"特別危害健康作業中之有機溶劑種類（主要 7 種）。",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-PhysicalExamSystems,0.1.0,active,,CS_PhysicalExamSystems,身體檢查系統部位代碼系統,"附表十一理學檢查中所涉及之身體系統部位分類。",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-ServiceActivityType,0.1.0,active,,CS_ServiceActivityType,臨場健康服務辦理事項代碼系統,"附表八中醫護人員辦理之臨場健康服務項目活動類別代碼系統。（**provisional**：本地代碼配置，尚待勞動部職業安全衛生署確認官方代碼與定義（M-2）。另因 SNOMED 現無適切之職業健康諮詢 procedure 代碼，改善建議諮詢暫以本代碼系統承載，該用法列為本地碼治理事項。）",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-SmokingStatus,0.1.0,active,,CS_SmokingStatus,吸菸狀態代碼系統,"勞工健檢生活習慣調查中之吸菸狀態分類。",
https://twcore.mohw.gov.tw/ig/twha/CodeSystem/CS-SpecificChemicalType,0.1.0,active,,CS_SpecificChemicalType,特定化學物質種類代碼系統,"特別危害健康作業中之特定化學物質種類。",
